CHAVE,COD_AFIRMACAO,AFIRMACAO,ARQUETIPO,QTD_ESTRELAS,VALOR_ESCALA,PESO,PONTOS_OBTIDOS,PONTOS_MAXIMOS,PERCETUAL
Prescritivo4Q40,Q40,40. Meu Líder faz acompanhamento constante de participação em treinamentos programados para mim.,Prescritivo,4,6.25,1.0,6.25,200.0,0.03125
Formador4Q40,Q40,40. Meu Líder faz acompanhamento constante de participação em treinamentos programados para mim.,Formador,4,100.0,1.0,100.0,200.0,0.5
Imperativo5Q40,Q40,40. Meu Líder faz acompanhamento constante de participação em treinamentos programados para mim.,Imperativo,5,3.125,1.5,4.6875,100.0,0.046875
Resoluto5Q40,Q40,40. Meu Líder faz acompanhamento constante de participação em treinamentos programados para mim.,Resoluto,5,50.0,1.5,75.0,100.0,0.75
Cuidativo5Q40,Q40,40. Meu Líder faz acompanhamento constante de participação em treinamentos programados para mim.,Cuidativo,5,25.0,1.5,37.5,50.0,0.75
Consultivo5Q40,Q40,40. Meu Líder faz acompanhamento constante de participação em treinamentos programados para mim.,Consultivo,5,12.5,1.5,18.75,50.0,0.375
Prescritivo5Q40,Q40,40. Meu Líder faz acompanhamento constante de participação em treinamentos programados para mim.,Prescritivo,5,6.25,1.5,9.375,200.0,0.046875
Formador5Q40,Q40,40. Meu Líder faz acompanhamento constante de participação em treinamentos programados para mim.,Formador,5,100.0,1.5,150.0,200.0,0.75
Imperativo6Q40,Q40,40. Meu Líder faz acompanhamento constante de participação em treinamentos programados para mim.,Imperativo,6,3.125,2.0,6.25,100.0,0.0625
Resoluto6Q40,Q40,40. Meu Líder faz acompanhamento constante de participação em treinamentos programados para mim.,Resoluto,6,50.0,2.0,100.0,100.0,1.0
Cuidativo6Q40,Q40,40. Meu Líder faz acompanhamento constante de participação em treinamentos programados para mim.,Cuidativo,6,25.0,2.0,50.0,50.0,1.0
Consultivo6Q40,Q40,40. Meu Líder faz acompanhamento constante de participação em treinamentos programados para mim.,Consultivo,6,12.5,2.0,25.0,50.0,0.5
Prescritivo6Q40,Q40,40. Meu Líder faz acompanhamento constante de participação em treinamentos programados para mim.,Prescritivo,6,6.25,2.0,12.5,200.0,0.0625
Formador6Q40,Q40,40. Meu Líder faz acompanhamento constante de participação em treinamentos programados para mim.,Formador,6,100.0,2.0,200.0,200.0,1.0
Imperativo1Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Imperativo,1,50.0,2.0,100.0,100.0,1.0
Resoluto1Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Resoluto,1,6.25,2.0,12.5,100.0,0.125
Cuidativo1Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Cuidativo,1,3.125,2.0,6.25,200.0,0.03125
Consultivo1Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Consultivo,1,25.0,2.0,50.0,50.0,1.0
Prescritivo1Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Prescritivo,1,100.0,2.0,200.0,200.0,1.0
Formador1Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Formador,1,12.5,2.0,25.0,50.0,0.5
Imperativo2Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Imperativo,2,50.0,1.5,75.0,100.0,0.75
Resoluto2Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Resoluto,2,6.25,1.5,9.375,100.0,0.09375
Cuidativo2Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Cuidativo,2,3.125,1.5,4.6875,200.0,0.0234375
Consultivo2Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Consultivo,2,25.0,1.5,37.5,50.0,0.75
Prescritivo2Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Prescritivo,2,100.0,1.5,150.0,200.0,0.75
Formador2Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Formador,2,12.5,1.5,18.75,50.0,0.375
Imperativo3Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Imperativo,3,50.0,1.0,50.0,100.0,0.5
Resoluto3Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Resoluto,3,6.25,1.0,6.25,100.0,0.0625
Cuidativo3Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Cuidativo,3,3.125,1.0,3.125,200.0,0.015625
Consultivo3Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Consultivo,3,25.0,1.0,25.0,50.0,0.5
Prescritivo3Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Prescritivo,3,100.0,1.0,100.0,200.0,0.5
Formador3Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Formador,3,12.5,1.0,12.5,50.0,0.25
Imperativo4Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Imperativo,4,3.125,1.0,3.125,100.0,0.03125
Resoluto4Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Resoluto,4,50.0,1.0,50.0,100.0,0.5
Cuidativo4Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Cuidativo,4,100.0,1.0,100.0,200.0,0.5
Consultivo4Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Consultivo,4,12.5,1.0,12.5,50.0,0.25
Prescritivo4Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Prescritivo,4,6.25,1.0,6.25,200.0,0.03125
Formador4Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Formador,4,25.0,1.0,25.0,50.0,0.5
Imperativo5Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Imperativo,5,3.125,1.5,4.6875,100.0,0.046875
Resoluto5Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Resoluto,5,50.0,1.5,75.0,100.0,0.75
Cuidativo5Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Cuidativo,5,100.0,1.5,150.0,200.0,0.75
Consultivo5Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Consultivo,5,12.5,1.5,18.75,50.0,0.375
Prescritivo5Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Prescritivo,5,6.25,1.5,9.375,200.0,0.046875
Formador5Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Formador,5,25.0,1.5,37.5,50.0,0.75
Imperativo6Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Imperativo,6,3.125,2.0,6.25,100.0,0.0625
Resoluto6Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Resoluto,6,50.0,2.0,100.0,100.0,1.0
Cuidativo6Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Cuidativo,6,100.0,2.0,200.0,200.0,1.0
Consultivo6Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Consultivo,6,12.5,2.0,25.0,50.0,0.5
Prescritivo6Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Prescritivo,6,6.25,2.0,12.5,200.0,0.0625
Formador6Q41,Q41,41. Meu Líder faz todo o possivel para permitir que eu resolva problemas particulares urgentes.,Formador,6,25.0,2.0,50.0,50.0,1.0
Imperativo1Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Imperativo,1,50.0,2.0,100.0,100.0,1.0
Resoluto1Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Resoluto,1,12.5,2.0,25.0,100.0,0.25
Cuidativo1Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Cuidativo,1,6.25,2.0,12.5,50.0,0.25
Consultivo1Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Consultivo,1,25.0,2.0,50.0,50.0,1.0
Prescritivo1Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Prescritivo,1,100.0,2.0,200.0,200.0,1.0
Formador1Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Formador,1,3.125,2.0,6.25,200.0,0.03125
Imperativo2Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Imperativo,2,50.0,1.5,75.0,100.0,0.75
Resoluto2Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Resoluto,2,12.5,1.5,18.75,100.0,0.1875
Cuidativo2Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Cuidativo,2,6.25,1.5,9.375,50.0,0.1875
Consultivo2Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Consultivo,2,25.0,1.5,37.5,50.0,0.75
Prescritivo2Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Prescritivo,2,100.0,1.5,150.0,200.0,0.75
Formador2Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Formador,2,3.125,1.5,4.6875,200.0,0.0234375
Imperativo3Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Imperativo,3,50.0,1.0,50.0,100.0,0.5
Resoluto3Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Resoluto,3,12.5,1.0,12.5,100.0,0.125
Cuidativo3Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Cuidativo,3,6.25,1.0,6.25,50.0,0.125
Consultivo3Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Consultivo,3,25.0,1.0,25.0,50.0,0.5
Prescritivo3Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Prescritivo,3,100.0,1.0,100.0,200.0,0.5
Formador3Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Formador,3,3.125,1.0,3.125,200.0,0.015625
Imperativo4Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Imperativo,4,6.25,1.0,6.25,100.0,0.0625
Resoluto4Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Resoluto,4,50.0,1.0,50.0,100.0,0.5
Cuidativo4Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Cuidativo,4,25.0,1.0,25.0,50.0,0.5
Consultivo4Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Consultivo,4,12.5,1.0,12.5,50.0,0.25
Prescritivo4Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Prescritivo,4,3.125,1.0,3.125,200.0,0.015625
Formador4Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Formador,4,100.0,1.0,100.0,200.0,0.5
Imperativo5Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Imperativo,5,6.25,1.5,9.375,100.0,0.09375
Resoluto5Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Resoluto,5,50.0,1.5,75.0,100.0,0.75
Cuidativo5Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Cuidativo,5,25.0,1.5,37.5,50.0,0.75
Consultivo5Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Consultivo,5,12.5,1.5,18.75,50.0,0.375
Prescritivo5Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Prescritivo,5,3.125,1.5,4.6875,200.0,0.0234375
Formador5Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Formador,5,100.0,1.5,150.0,200.0,0.75
Imperativo6Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Imperativo,6,6.25,2.0,12.5,100.0,0.125
Resoluto6Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Resoluto,6,50.0,2.0,100.0,100.0,1.0
Cuidativo6Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Cuidativo,6,25.0,2.0,50.0,50.0,1.0
Consultivo6Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Consultivo,6,12.5,2.0,25.0,50.0,0.5
Prescritivo6Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Prescritivo,6,3.125,2.0,6.25,200.0,0.03125
Formador6Q42,Q42,42. Meu Líder promove um ambiente de aprendizado continuo (Long Life Learning).,Formador,6,100.0,2.0,200.0,200.0,1.0
Imperativo1Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Imperativo,1,50.0,2.0,100.0,100.0,1.0
Resoluto1Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Resoluto,1,12.5,2.0,25.0,100.0,0.25
Cuidativo1Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Cuidativo,1,3.125,2.0,6.25,200.0,0.03125
Consultivo1Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Consultivo,1,6.25,2.0,12.5,25.0,0.5
Prescritivo1Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Prescritivo,1,100.0,2.0,200.0,200.0,1.0
Formador1Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Formador,1,25.0,2.0,50.0,50.0,1.0
Imperativo2Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Imperativo,2,50.0,1.5,75.0,100.0,0.75
Resoluto2Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Resoluto,2,12.5,1.5,18.75,100.0,0.1875
Cuidativo2Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Cuidativo,2,3.125,1.5,4.6875,200.0,0.0234375
Consultivo2Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Consultivo,2,6.25,1.5,9.375,25.0,0.375
Prescritivo2Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Prescritivo,2,100.0,1.5,150.0,200.0,0.75
Formador2Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Formador,2,25.0,1.5,37.5,50.0,0.75
Imperativo3Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Imperativo,3,50.0,1.0,50.0,100.0,0.5
Resoluto3Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Resoluto,3,12.5,1.0,12.5,100.0,0.125
Cuidativo3Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Cuidativo,3,3.125,1.0,3.125,200.0,0.015625
Consultivo3Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Consultivo,3,6.25,1.0,6.25,25.0,0.25
Prescritivo3Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Prescritivo,3,100.0,1.0,100.0,200.0,0.5
Formador3Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Formador,3,25.0,1.0,25.0,50.0,0.5
Imperativo4Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Imperativo,4,6.25,1.0,6.25,100.0,0.0625
Resoluto4Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Resoluto,4,50.0,1.0,50.0,100.0,0.5
Cuidativo4Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Cuidativo,4,100.0,1.0,100.0,200.0,0.5
Consultivo4Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Consultivo,4,12.5,1.0,12.5,25.0,0.5
Prescritivo4Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Prescritivo,4,3.125,1.0,3.125,200.0,0.015625
Formador4Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Formador,4,25.0,1.0,25.0,50.0,0.5
Imperativo5Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Imperativo,5,6.25,1.5,9.375,100.0,0.09375
Resoluto5Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Resoluto,5,50.0,1.5,75.0,100.0,0.75
Cuidativo5Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Cuidativo,5,100.0,1.5,150.0,200.0,0.75
Consultivo5Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Consultivo,5,12.5,1.5,18.75,25.0,0.75
Prescritivo5Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Prescritivo,5,3.125,1.5,4.6875,200.0,0.0234375
Formador5Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Formador,5,25.0,1.5,37.5,50.0,0.75
Imperativo6Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Imperativo,6,6.25,2.0,12.5,100.0,0.125
Resoluto6Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Resoluto,6,50.0,2.0,100.0,100.0,1.0
Cuidativo6Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Cuidativo,6,100.0,2.0,200.0,200.0,1.0
Consultivo6Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Consultivo,6,12.5,2.0,25.0,25.0,1.0
Prescritivo6Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Prescritivo,6,3.125,2.0,6.25,200.0,0.03125
Formador6Q43,Q43,"43. Quando as pessoas não aparentam estar bem, Meu Líder percebe e oferece ajuda.",Formador,6,25.0,2.0,50.0,50.0,1.0
Imperativo1Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Imperativo,1,100.0,2.0,200.0,200.0,1.0
Resoluto1Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Resoluto,1,12.5,2.0,25.0,100.0,0.25
Cuidativo1Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Cuidativo,1,3.125,2.0,6.25,200.0,0.03125
Consultivo1Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Consultivo,1,6.25,2.0,12.5,25.0,0.5
Prescritivo1Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Prescritivo,1,50.0,2.0,100.0,100.0,1.0
Formador1Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Formador,1,25.0,2.0,50.0,50.0,1.0
Imperativo2Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Imperativo,2,100.0,1.5,150.0,200.0,0.75
Resoluto2Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Resoluto,2,12.5,1.5,18.75,100.0,0.1875
Cuidativo2Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Cuidativo,2,3.125,1.5,4.6875,200.0,0.0234375
Consultivo2Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Consultivo,2,6.25,1.5,9.375,25.0,0.375
Prescritivo2Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Prescritivo,2,50.0,1.5,75.0,100.0,0.75
Formador2Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Formador,2,25.0,1.5,37.5,50.0,0.75
Imperativo3Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Imperativo,3,100.0,1.0,100.0,200.0,0.5
Resoluto3Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Resoluto,3,12.5,1.0,12.5,100.0,0.125
Cuidativo3Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Cuidativo,3,3.125,1.0,3.125,200.0,0.015625
Consultivo3Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Consultivo,3,6.25,1.0,6.25,25.0,0.25
Prescritivo3Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Prescritivo,3,50.0,1.0,50.0,100.0,0.5
Formador3Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Formador,3,25.0,1.0,25.0,50.0,0.5
Imperativo4Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Imperativo,4,3.125,1.0,3.125,200.0,0.015625
Resoluto4Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Resoluto,4,50.0,1.0,50.0,100.0,0.5
Cuidativo4Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Cuidativo,4,100.0,1.0,100.0,200.0,0.5
Consultivo4Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Consultivo,4,12.5,1.0,12.5,25.0,0.5
Prescritivo4Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Prescritivo,4,6.25,1.0,6.25,100.0,0.0625
Formador4Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Formador,4,25.0,1.0,25.0,50.0,0.5
Imperativo5Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Imperativo,5,3.125,1.5,4.6875,200.0,0.0234375
Resoluto5Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Resoluto,5,50.0,1.5,75.0,100.0,0.75
Cuidativo5Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Cuidativo,5,100.0,1.5,150.0,200.0,0.75
Consultivo5Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Consultivo,5,12.5,1.5,18.75,25.0,0.75
Prescritivo5Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Prescritivo,5,6.25,1.5,9.375,100.0,0.09375
Formador5Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Formador,5,25.0,1.5,37.5,50.0,0.75
Imperativo6Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Imperativo,6,3.125,2.0,6.25,200.0,0.03125
Resoluto6Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Resoluto,6,50.0,2.0,100.0,100.0,1.0
Cuidativo6Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Cuidativo,6,100.0,2.0,200.0,200.0,1.0
Consultivo6Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Consultivo,6,12.5,2.0,25.0,25.0,1.0
Prescritivo6Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Prescritivo,6,6.25,2.0,12.5,100.0,0.125
Formador6Q44,Q44,"44. Mesmo quando fornece feedback não positivo, Meu Líder é muito cuidadoso com as palavras.",Formador,6,25.0,2.0,50.0,50.0,1.0
Imperativo1Q45,Q45,"45. Quando me interesso por um treinamento, Meu Líder sempre analisa a possibilidade de aprova-lo.",Imperativo,1,50.0,2.0,100.0,100.0,1.0
Resoluto1Q45,Q45,"45. Quando me interesso por um treinamento, Meu Líder sempre analisa a possibilidade de aprova-lo.",Resoluto,1,12.5,2.0,25.0,100.0,0.25
Cuidativo1Q45,Q45,"45. Quando me interesso por um treinamento, Meu Líder sempre analisa a possibilidade de aprova-lo.",Cuidativo,1,6.25,2.0,12.5,50.0,0.25
Consultivo1Q45,Q45,"45. Quando me interesso por um treinamento, Meu Líder sempre analisa a possibilidade de aprova-lo.",Consultivo,1,25.0,2.0,50.0,50.0,1.0
Prescritivo1Q45,Q45,"45. Quando me interesso por um treinamento, Meu Líder sempre analisa a possibilidade de aprova-lo.",Prescritivo,1,100.0,2.0,200.0,200.0,1.0
Formador1Q45,Q45,"45. Quando me interesso por um treinamento, Meu Líder sempre analisa a possibilidade de aprova-lo.",Formador,1,3.125,2.0,6.25,200.0,0.03125
Imperativo2Q45,Q45,"45. Quando me interesso por um treinamento, Meu Líder sempre analisa a possibilidade de aprova-lo.",Imperativo,2,50.0,1.5,75.0,100.0,0.75
Resoluto2Q45,Q45,"45. Quando me interesso por um treinamento, Meu Líder sempre analisa a possibilidade de aprova-lo.",Resoluto,2,12.5,1.5,18.75,100.0,0.1875
Cuidativo2Q45,Q45,"45. Quando me interesso por um treinamento, Meu Líder sempre analisa a possibilidade de aprova-lo.",Cuidativo,2,6.25,1.5,9.375,50.0,0.1875
Consultivo2Q45,Q45,"45. Quando me interesso por um treinamento, Meu Líder sempre analisa a possibilidade de aprova-lo.",Consultivo,2,25.0,1.5,37.5,50.0,0.75
Prescritivo2Q45,Q45,"45. Quando me interesso por um treinamento, Meu Líder sempre analisa a possibilidade de aprova-lo.",Prescritivo,2,100.0,1.5,150.0,200.0,0.75
Formador2Q45,Q45,"45. Quando me interesso por um treinamento, Meu Líder sempre analisa a possibilidade de aprova-lo.",Formador,2,3.125,1.5,4.6875,200.0,0.0234375
Imperativo3Q45,Q45,"45. Quando me interesso por um treinamento, Meu Líder sempre analisa a possibilidade de aprova-lo.",Imperativo,3,50.0,1.0,50.0,100.0,0.5
